142.1317006802721	142.2307006802721	210	HOW
142.2307006802721	142.59070068027208	269	MUCH
142.59070068027208	143.1887006802721	16	ALLOWANCE
143.1887006802721	143.2887006802721	128	DO
143.2887006802721	143.4977006802721	495	YOU
143.4977006802721	144.02670068027209	177	GET
144.02670068027209	163.44404936637594	99999	sp
163.44404936637594	164.12304936637594	88888	CYLINDICAL
164.12304936637594	164.60204936637592	88888	PROB
164.60204936637592	165.11104936637594	99999	sp
165.11104936637594	165.79904936637593	346	PROGRAMS
165.79904936637593	165.93904936637594	485	WILL
165.93904936637594	166.50704936637592	281	NEVER
166.50704936637592	166.69704936637592	99999	sp
166.69704936637592	167.16604936637594	100	COMPILE
167.16604936637594	202.5285260770975	99999	sp
202.5285260770975	202.6375260770975	434	THE
202.6375260770975	203.3165260770975	61	BOSTON
203.3165260770975	203.8755260770975	45	BALLET
203.8755260770975	203.9145260770975	99999	sp
203.9145260770975	204.7035260770975	312	OVERCAME
204.7035260770975	204.9925260770975	435	THEIR
204.9925260770975	205.6605260770975	170	FUNDING
205.6605260770975	206.4995260770975	380	SHORTAGE
206.4995260770975	216.29297052154195	99999	sp
216.29297052154195	216.64197052154194	145	EVERY
216.64197052154194	217.02097052154193	74	CAB
217.02097052154193	217.56997052154193	280	NEEDS
217.56997052154193	218.25797052154195	99999	sp
218.25797052154195	219.03597052154194	364	REPAINTING
219.03597052154194	219.52497052154195	296	OFTEN
219.52497052154195	231.8614058956916	99999	sp
231.8614058956916	232.1104058956916	203	HELP
232.1104058956916	232.4804058956916	196	GREG
232.4804058956916	232.6194058956916	446	TO
232.6194058956916	232.88940589569162	88888	PI
232.88940589569162	233.72740589569162	99999	sp
233.72740589569162	234.06640589569162	325	PICK
234.06640589569162	234.1664058956916	1	A
234.1664058956916	234.43540589569162	99999	sp
234.43540589569162	234.98440589569162	321	PECK
234.98440589569162	235.11440589569162	294	OF
235.11440589569162	235.1834058956916	99999	sp
235.1834058956916	236.06140589569162	338	POTATOES
236.06140589569162	249.77850340136055	99999	sp
249.77850340136055	249.99750340136055	476	WE
249.99750340136055	250.27750340136055	241	LIKE
250.27750340136055	250.67650340136055	55	BLUE
250.67650340136055	251.38450340136055	88	CHEESE
251.38450340136055	251.62450340136053	70	BUT
251.62450340136053	251.99350340136053	466	VICTOR
251.99350340136053	252.40250340136055	242	LIKES
252.40250340136055	254.77650340136054	64	BRIE
254.77650340136054	269.9703401360544	99999	sp
269.9703401360544	270.3093401360544	108	COUNT
270.3093401360544	270.3693401360544	434	THE
270.3693401360544	270.8283401360544	289	NUMBER
270.8283401360544	271.0273401360544	294	OF
271.0273401360544	272.0253401360544	429	TEASPOONS
272.0253401360544	272.2843401360544	99999	sp
272.2843401360544	272.45434013605444	294	OF
272.45434013605444	273.4223401360544	395	SOYSAUCE
273.4223401360544	273.6213401360544	433	THAT
273.6213401360544	273.84134013605444	495	YOU
273.84134013605444	274.2903401360544	7	ADD
274.2903401360544	284.52208616780047	99999	sp
284.52208616780047	285.39008616780046	44	BAGPIPES
285.39008616780046	285.8190861678005	20	AND
285.8190861678005	286.4180861678005	59	BONGOS
286.4180861678005	286.6080861678005	30	ARE
286.6080861678005	287.17608616780046	273	MUSICAL
287.17608616780046	288.17408616780045	220	INSTRUMENTS
288.17408616780045	318.6632199546485	99999	sp
318.6632199546485	318.84321995464853	210	HOW
318.84321995464853	319.0722199546485	189	GOOD
319.0722199546485	319.22221995464855	224	IS
319.22221995464855	319.34221995464856	496	YOUR
319.34221995464856	320.8682199546485	138	ENDURANCE
320.8682199546485	332.491156462585	99999	sp
332.491156462585	332.681156462585	434	THE
332.681156462585	333.43915646258506	141	ESSAY
333.43915646258506	334.57615646258506	99999	sp
334.57615646258506	335.52415646258504	454	UNDENIABLY
335.52415646258504	336.30215646258506	358	REFLECTS
336.30215646258506	336.48215646258507	99999	sp
336.48215646258507	336.691156462585	305	OUR
336.691156462585	337.210156462585	467	VIEW
337.210156462585	337.58915646258504	99999	sp
337.58915646258504	338.14815646258506	3	ABLY
338.14815646258506	349.2644897959184	99999	sp
349.2644897959184	349.3644897959184	1	A
349.3644897959184	349.8534897959184	60	BORING
349.8534897959184	350.4114897959184	287	NOVEL
350.4114897959184	350.8604897959184	224	IS
350.8604897959184	351.1004897959184	1	A
351.1004897959184	351.9084897959184	418	SUPERB
351.9084897959184	351.9284897959184	99999	sp
351.9284897959184	352.6364897959184	386	SLEEPING
352.6364897959184	352.9464897959184	328	PILL
352.9464897959184	362.76544217687075	99999	sp
362.76544217687075	363.23444217687074	303	ORANGE
363.23444217687074	363.6634421768707	230	JUICE
363.6634421768707	364.02244217687075	425	TASTES
364.02244217687075	364.29144217687076	171	FUNNY
364.29144217687076	364.72044217687073	10	AFTER
364.72044217687073	365.5884421768707	449	TOOTHPASTE
365.5884421768707	383.491	99999	sp
383.491	384.03	1	A
384.03	385.118	486	WILLOWY
385.118	385.14799999999997	99999	{NS}
385.14799999999997	385.178	99999	{LG}
